priority_rank,meter_id,zone_id,zone_name,alert_tier,risk_score,l1_score,if_score,peer_score,signals_triggered,anomaly_rate,low_flag_rate,frac_very_low,frac_very_high,autocorr,reason_codes,zone_risk_level,full_alert_reason
15,M04008,Z04,Whitefield,Low,0.2337857079937573,0.0141203703703703,0.3849864389437653,0.2993960111464865,0,0.0141203703703703,0.0,0.0701388888888888,0.0,0.3432152139464197,Low temporal consistency (autocorr=0.34) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
16,M06006,Z06,HSR Layout,Low,0.2321167041253489,0.1552083333333333,0.4436261738802814,0.0013732716262786,1,0.1412037037037037,0.1552083333333333,0.0,0.0041666666666666,0.9430425813414596,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
17,M05003,Z05,Rajajinagar,Low,0.2188543154769711,0.1699074074074074,0.3915683942444248,0.0110374607464343,1,0.1123842592592592,0.1699074074074074,0.0,0.1100694444444444,0.982166971183964,Periodic high spikes: 11% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
18,M08007,Z08,Electronic City,Low,0.1977801322979862,0.0074074074074074,0.4434125032556433,0.0712901536125451,0,0.0074074074074074,0.0,0.0,0.6730324074074074,0.3468302578458057,Periodic high spikes: 67% readings exceed 3x zone mean (illegal equipment risk); Low temporal consistency (autocorr=0.35) — consumption pattern irregular; Mean consumption 2.4σ above zone average,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
19,M02006,Z02,Koramangala,Low,0.1880331457548287,0.3387731481481481,0.1206697667641544,0.0847785487892604,1,0.3054398148148148,0.3387731481481481,0.345949074074074,0.0,0.7990447259382443,Consumption below 20% of zone mean for 34% of time (possible bypass); Sustained low consumption: 33% readings flagged (under-reporting risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
20,M07004,Z07,Malleshwaram,Low,0.1878762610218151,0.1721064814814814,0.3006163642284473,0.0295697872476707,1,0.1133101851851851,0.1721064814814814,0.0,0.1267361111111111,0.9846265504858298,Periodic high spikes: 12% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
21,M02003,Z02,Koramangala,Low,0.1854404676680667,0.3378472222222222,0.1611968349113622,0.0108608237029762,1,0.3056712962962963,0.3378472222222222,0.1064814814814814,0.1381944444444444,0.7914686361352531,Sustained low consumption: 33% readings flagged (under-reporting risk); Periodic high spikes: 13% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
22,M05007,Z05,Rajajinagar,Low,0.1852699139556297,0.1710648148148148,0.3052962402193395,0.0131149307308348,1,0.1130787037037037,0.1710648148148148,0.0001157407407407,0.0109953703703703,0.9833993065771158,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
23,M05005,Z05,Rajajinagar,Low,0.1817517506141007,0.1712962962962963,0.2646846304152432,0.0636967789771987,1,0.1134259259259259,0.1712962962962963,0.1909722222222222,0.0,0.9848572632152875,Consumption below 20% of zone mean for 19% of time (possible bypass),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
24,M03002,Z03,Indiranagar,Low,0.1758941531040266,0.1577546296296296,0.2960263758355591,0.0090779295977303,1,0.142824074074074,0.1577546296296296,0.0,0.0065972222222222,0.9782381343189862,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
25,M07007,Z07,Malleshwaram,Low,0.1758030724996926,0.1751157407407407,0.2771929564220063,0.0145415226865235,1,0.1153935185185185,0.1751157407407407,0.0200231481481481,0.0005787037037037,0.970857744114526,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
26,M06010,Z06,HSR Layout,Low,0.17087566131213,0.1570601851851852,0.2472942239073681,0.0679476277374719,1,0.1430555555555555,0.1570601851851852,0.1814814814814815,0.0,0.9771574404097162,Consumption below 20% of zone mean for 18% of time (possible bypass),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
27,M03007,Z03,Indiranagar,Low,0.1654645760974362,0.1583333333333333,0.2693314110136622,0.0092613801012189,1,0.14375,0.1583333333333333,0.0,0.0060185185185185,0.9779288210799296,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
28,M02001,Z02,Koramangala,Low,0.1555288845219319,0.3381944444444444,0.0861702869404626,0.0107708567607651,1,0.3020833333333333,0.3381944444444444,0.1067129629629629,0.1379629629629629,0.7994638639338317,Sustained low consumption: 33% readings flagged (under-reporting risk); Periodic high spikes: 13% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
29,M04009,Z04,Whitefield,Low,0.1550396953653803,0.0174768518518518,0.3354785560927549,0.0589254991205208,0,0.0174768518518518,0.0,0.0,0.0674768518518518,0.3481438449838543,Periodic high spikes: 6% readings exceed 3x zone mean (illegal equipment risk); Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
30,M02010,Z02,Koramangala,Low,0.1536524147006522,0.340162037037037,0.0675390950326463,0.0303202548985231,1,0.3090277777777778,0.340162037037037,0.2262731481481481,0.0,0.7960631042084603,Consumption below 20% of zone mean for 22% of time (possible bypass); Sustained low consumption: 34% readings flagged (under-reporting risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
31,M01001,Z01,Jayanagar,Low,0.1459788303167109,0.1734953703703703,0.1986111323384977,0.0232439910067288,1,0.1136574074074074,0.1734953703703703,0.0,0.133912037037037,0.9844950041731824,Periodic high spikes: 13% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
32,M05009,Z05,Rajajinagar,Low,0.1453711769222314,0.1715277777777777,0.1981806458308673,0.0242567854706492,1,0.1148148148148148,0.1715277777777777,0.0450231481481481,0.0001157407407407,0.9851799863859784,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
33,M02007,Z02,Koramangala,Low,0.142065331106324,0.3380787037037037,0.0526574813158409,0.0106991691347654,1,0.3059027777777778,0.3380787037037037,0.1065972222222222,0.1380787037037037,0.7981280057850001,Sustained low consumption: 33% readings flagged (under-reporting risk); Periodic high spikes: 13% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
34,M07008,Z07,Malleshwaram,Low,0.1395905706803112,0.171875,0.1694824048075744,0.0465654350291258,1,0.1163194444444444,0.171875,0.1751157407407407,0.0,0.9811348722402368,Consumption below 20% of zone mean for 17% of time (possible bypass),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
35,M08002,Z08,Electronic City,Low,0.1367100239569063,0.0072916666666666,0.2152576747115783,0.1922194829557665,0,0.0072916666666666,0.0,0.0,0.0,0.3510139963880885,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
36,M08006,Z08,Electronic City,Low,0.1352235922247468,0.0101851851851851,0.2090395444028563,0.1921718385951579,0,0.0101851851851851,0.0,0.0,0.0,0.3498027139268999,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
37,M01007,Z01,Jayanagar,Low,0.1343932813262149,0.1724537037037037,0.1445804002701656,0.0648092996874098,1,0.1136574074074074,0.1724537037037037,0.1695601851851851,0.0,0.9847776792963896,Consumption below 20% of zone mean for 16% of time (possible bypass),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
38,M07002,Z07,Malleshwaram,Low,0.1320807343310645,0.1738425925925926,0.1487302559341233,0.0469748982000311,1,0.1148148148148148,0.1738425925925926,0.1774305555555555,0.0,0.983355434877884,Consumption below 20% of zone mean for 17% of time (possible bypass),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
39,M06004,Z06,HSR Layout,Low,0.1318046776996281,0.1591435185185185,0.1867520370359799,0.0056145256150186,1,0.146412037037037,0.1591435185185185,0.1087962962962963,0.0,0.9721723343609406,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
40,M04001,Z04,Whitefield,Low,0.1288650249399173,0.0158564814814814,0.2714390495614318,0.0589585463873043,0,0.0158564814814814,0.0,0.0,0.0672453703703703,0.349411306973854,Periodic high spikes: 6% readings exceed 3x zone mean (illegal equipment risk); Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
41,M01006,Z01,Jayanagar,Low,0.1282979791920543,0.1736111111111111,0.1645418414244042,0.0068694149336152,1,0.1158564814814814,0.1736111111111111,0.0,0.0417824074074074,0.9636015033441052,Periodic high spikes: 4% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
42,M08008,Z08,Electronic City,Low,0.1259912411354468,0.0087962962962962,0.1870814697826156,0.1923197980747876,0,0.0087962962962962,0.0,0.0,0.0,0.3507227375105031,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
43,M02009,Z02,Koramangala,Low,0.1255850628900447,0.3369212962962963,3.0099484016332667e-09,0.0306504319294467,1,0.3018518518518518,0.3369212962962963,0.2293981481481481,0.0,0.7986687225891781,Consumption below 20% of zone mean for 22% of time (possible bypass); Sustained low consumption: 33% readings flagged (under-reporting risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
44,M07006,Z07,Malleshwaram,Low,0.1210739318096378,0.1730324074074074,0.1215497746332487,0.0475707174549829,1,0.115162037037037,0.1730324074074074,0.1780092592592592,0.0,0.9846985376795336,Consumption below 20% of zone mean for 17% of time (possible bypass),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
45,M05006,Z05,Rajajinagar,Low,0.1204558510282111,0.1722222222222222,0.1435447984386266,0.0110406154999309,1,0.1136574074074074,0.1722222222222222,0.0,0.1098379629629629,0.9848091363217116,Periodic high spikes: 10% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
46,M04007,Z04,Whitefield,Low,0.1197119380453361,0.0101851851851851,0.1033480923350005,0.2992315451860845,0,0.0101851851851851,0.0,0.0694444444444444,0.0,0.3523638734271216,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
47,M07001,Z07,Malleshwaram,Low,0.1166367095709351,0.1734953703703703,0.1307454166750639,0.0144606530851196,1,0.114699074074074,0.1734953703703703,0.021875,0.0005787037037037,0.984916540117572,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
48,M04003,Z04,Whitefield,Low,0.1086689789781317,0.0103009259259259,0.075498207081896,0.2994574882851969,0,0.0103009259259259,0.0,0.074537037037037,0.0,0.3530184371255906,Low temporal consistency (autocorr=0.35) — consumption pattern irregular,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
49,M06009,Z06,HSR Layout,Low,0.1039383087064613,0.1590277777777777,0.1199054570007223,0.0012656147358006,1,0.1438657407407407,0.1590277777777777,0.0001157407407407,0.0041666666666666,0.9786454947557156,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
50,M05010,Z05,Rajajinagar,Low,0.1033560433148402,0.1733796296296296,0.0998304183775304,0.0109640223738309,1,0.1157407407407407,0.1733796296296296,0.0,0.1112268518518518,0.984778901145798,Periodic high spikes: 11% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
51,M07003,Z07,Malleshwaram,Low,0.1008078479285051,0.1734953703703703,0.0912811932271571,0.0142879640320505,1,0.1168981481481481,0.1734953703703703,0.0,0.0292824074074074,0.9854405071962576,Periodic high spikes: 2% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
52,M06002,Z06,HSR Layout,Low,0.0987868734850558,0.1548611111111111,0.1106200630999213,0.0013498374247937,1,0.1424768518518518,0.1548611111111111,0.0,0.0046296296296296,0.9739731895878332,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
53,M03001,Z03,Indiranagar,Low,0.0975862772440967,0.1568287037037037,0.1065570423868714,0.0002936559722076,1,0.143287037037037,0.1568287037037037,0.10625,0.0,0.9785086776692676,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
54,M07005,Z07,Malleshwaram,Low,0.0957237822014304,0.1723379629629629,0.0795093825960995,0.0144069685038144,1,0.1174768518518518,0.1723379629629629,0.0,0.030787037037037,0.9827071985189124,Periodic high spikes: 3% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
55,M01010,Z01,Jayanagar,Low,0.0945967963894644,0.171875,0.0813899054250701,0.0075383368777454,1,0.1137731481481481,0.171875,0.0,0.0414351851851851,0.9658507992188804,Periodic high spikes: 4% readings exceed 3x zone mean (illegal equipment risk),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
56,M03008,Z03,Indiranagar,Low,0.0900660134319313,0.1550925925925926,0.0891271461837148,0.000530990204152,1,0.1424768518518518,0.1550925925925926,0.1048611111111111,0.0,0.9776034324262944,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
57,M05008,Z05,Rajajinagar,Low,0.0859962541022617,0.1726851851851852,0.0238869752255816,0.0640065967888568,1,0.1153935185185185,0.1726851851851852,0.1936342592592592,0.0,0.9851251185304342,Consumption below 20% of zone mean for 19% of time (possible bypass),Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
58,M03003,Z03,Indiranagar,Low,0.0849107477181489,0.158912037037037,0.0732288368879648,0.0,1,0.1445601851851851,0.158912037037037,0.1079861111111111,0.0,0.9788047580683537,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
59,M01008,Z01,Jayanagar,Low,0.0835387128984144,0.1760416666666666,0.0425011717833366,0.0196946434069856,1,0.1179398148148148,0.1760416666666666,0.0121527777777777,0.0012731481481481,0.9818212864631588,Minor multi-signal deviation from expected consumption pattern,Low,Minor Anomaly Flagged: Minor deviation of significant detected. Zone peer average recorded higher consumption than this meter. Anomaly persisted across 3 consecutive 15-minute readings (0.8h). LOW: Monitor for recurrence before dispatching.
