timestamp,zone_id,forecast_kwh,forecast_p90_kwh,actual_kwh,capacity_kw,hist_p90_kwh,exceeds_hist_p90,risk_tier,exceedance_rate,capacity_usage_pct,relative_load
2010-11-26 05:00:00,Z_D,5.258205643467728,5.882751768876671,114.27692820863027,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 06:00:00,Z_D,6.087620076513877,6.263675647017154,422.96532551248674,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 07:00:00,Z_D,6.970114234009115,6.994046020201329,1203.6085847895215,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 08:00:00,Z_D,6.633221612348132,6.580606384397181,846.6525416933584,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 09:00:00,Z_D,6.3107931285762335,6.557681485274846,780.0426804248528,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 10:00:00,Z_D,6.054181516654322,6.69705925302129,581.7879336330884,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 11:00:00,Z_D,6.099671770024871,6.693729258213965,564.7186990689833,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 12:00:00,Z_D,6.259023352872761,6.73652856928583,621.7637853670691,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 13:00:00,Z_D,6.325366506177192,6.713411038884077,690.4881784999413,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 14:00:00,Z_D,6.503028886282301,6.714052334025569,576.2767037358151,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 15:00:00,Z_D,6.223433638330233,6.589094874086189,367.2944484362186,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 16:00:00,Z_D,5.9688789298004465,6.537007607725449,457.63124744543916,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 17:00:00,Z_D,5.624466837776229,6.60135825633354,718.828727766311,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 18:00:00,Z_D,6.090192901101845,6.581926206925968,655.9063335063324,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 19:00:00,Z_D,6.348459132033663,6.579068461531158,706.332129088132,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 20:00:00,Z_D,6.390204502625249,6.762956894263965,481.60892364067814,520,804.3252369565919,0,Low,0.0,0.3,0.009
2010-11-26 21:00:00,Z_D,6.627793412419554,6.704319158691684,18.105632583975527,520,804.3252369565919,0,Low,0.0,0.3,0.009
