timestamp,zone_id,forecast_kwh,forecast_p90_kwh,actual_kwh,capacity_kw,hist_p90_kwh,exceeds_hist_p90,risk_tier,exceedance_rate,capacity_usage_pct,relative_load
2026-01-28 10:00:00,Z02,3.473807821984145,3.5072007184732024,31.7535,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 11:00:00,Z02,3.5453218822785733,3.565319006331855,33.6787,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 12:00:00,Z02,3.680260373536928,3.7172379481916797,38.7004,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 13:00:00,Z02,3.6917666538654883,3.7360208978302296,39.231,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 14:00:00,Z02,3.5839402438571306,3.611167942083992,34.8129,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 15:00:00,Z02,3.521931345399623,3.547597060319088,32.6212,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 16:00:00,Z02,3.532748761354863,3.565433809614762,33.7789,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 17:00:00,Z02,3.602825554778267,3.6257643000983992,36.5817,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 18:00:00,Z02,3.673024156467337,3.6918073520237846,37.8287,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 19:00:00,Z02,3.612747186906583,3.6203404376195785,36.8276,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 20:00:00,Z02,3.3196370412474203,3.3383662769776428,27.4467,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 21:00:00,Z02,2.645262129144224,2.627066821146181,12.7657,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 22:00:00,Z02,1.565078695658021,1.5880355243210165,3.9644,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-28 23:00:00,Z02,1.5471455224769213,1.510495290878354,3.6029999999999998,1400,34.22571,0,Low,0.0,7.4,0.108
2026-01-29 00:00:00,Z03,1.3816572308822372,1.3528457550387274,3.0659,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 01:00:00,Z03,1.3798306147842558,1.3526781720473557,3.0080999999999998,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 02:00:00,Z03,1.3794599549747364,1.351831100206653,3.0211,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 03:00:00,Z03,1.3862688435620083,1.3793469231039135,3.0423,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 04:00:00,Z03,1.4615945849796863,1.4513232675209984,3.3954,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 05:00:00,Z03,1.8243952058324446,1.8285368660061503,5.192,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 06:00:00,Z03,2.334356577024603,2.3378583419228303,9.4901,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 07:00:00,Z03,2.8956996488737463,2.908021743158744,17.0107,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 08:00:00,Z03,2.9385223682614043,2.943005758482419,18.2366,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 09:00:00,Z03,2.787393736790098,2.794170273964937,15.6975,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 10:00:00,Z03,2.637166519745808,2.6294576963912535,13.7731,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 11:00:00,Z03,2.6442455680627335,2.649124104091345,13.7508,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 12:00:00,Z03,2.90791359368991,2.918295607143046,17.5914,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 13:00:00,Z03,2.9167517029851058,2.9314194617513007,18.0165,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 14:00:00,Z03,2.8688169342785135,2.8733975107604164,16.8022,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 15:00:00,Z03,2.877899095605229,2.8744566962762708,16.8847,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 16:00:00,Z03,2.9129847834578064,2.9395165246126043,17.4253,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 17:00:00,Z03,3.1187304899820987,3.1255153634971444,21.9115,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 18:00:00,Z03,3.3362602415177447,3.334417874008128,27.5751,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 19:00:00,Z03,3.4826347344701256,3.499671780518977,31.5531,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 20:00:00,Z03,3.3882104939484963,3.396754322526504,28.7478,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 21:00:00,Z03,3.0650033357605624,3.0748480212924147,20.2916,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 22:00:00,Z03,2.577915716927056,2.571934850167104,12.2622,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 23:00:00,Z03,2.1324080368695912,2.1221272209295807,7.5506,1100,24.31722,0,Low,0.0,8.9,0.143
2026-01-29 00:00:00,Z04,4.493708781611194,4.491726616198196,89.2047,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 01:00:00,Z04,4.486987261329488,4.489766078317306,88.5638,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 02:00:00,Z04,4.4958444194160165,4.490858904570088,88.50619999999999,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 03:00:00,Z04,4.494837324419415,4.494419864290196,89.3227,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 04:00:00,Z04,4.495594768426672,4.491567676905328,87.0445,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 05:00:00,Z04,4.562963823804216,4.564768539136641,96.592,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 06:00:00,Z04,4.5896271556684445,4.5898399947132384,97.422,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 07:00:00,Z04,4.495365650747048,4.495265535319624,88.3027,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 08:00:00,Z04,4.4919119290939475,4.490988012428669,89.3797,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 09:00:00,Z04,4.486552815339385,4.486748134285783,88.19669999999999,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 10:00:00,Z04,4.491467719879957,4.491658371818822,86.6798,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 11:00:00,Z04,4.487381475673544,4.488466953782793,88.6373,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 12:00:00,Z04,4.488182225341936,4.488054751013511,89.5394,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 13:00:00,Z04,4.5591737556721466,4.561005555902036,94.5144,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 14:00:00,Z04,4.588003553960599,4.588122507915966,97.6196,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 15:00:00,Z04,4.498740310258451,4.494362301190081,88.8391,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 16:00:00,Z04,4.490122270252966,4.492849567902198,88.4422,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 17:00:00,Z04,4.489456780136984,4.489239186609139,88.14189999999999,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 18:00:00,Z04,4.489460098215329,4.491207030434551,87.3777,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 19:00:00,Z04,4.4939497622993665,4.490536328430575,88.3346,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 20:00:00,Z04,4.492277113642189,4.493556968149792,88.2629,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 21:00:00,Z04,4.564116466412999,4.57270474355484,95.77329999999999,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 22:00:00,Z04,4.5898010042430295,4.588012887098162,98.5062,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 23:00:00,Z04,4.499766051424966,4.496173043002317,88.0922,1800,97.80898,0,Low,0.0,3.8,0.047
2026-01-29 00:00:00,Z05,1.5661932362200963,1.5639864682927676,3.8653,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 01:00:00,Z05,1.565703134702753,1.5637729085186387,3.8494,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 02:00:00,Z05,1.5693867265353494,1.5617911299141678,3.8585000000000003,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 03:00:00,Z05,1.5865107963358627,1.5707519423440255,3.9312,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 04:00:00,Z05,1.712649284073897,1.7223036820281878,4.6758,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 05:00:00,Z05,2.226559987657858,2.2321863845026018,8.5298,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 06:00:00,Z05,2.8758351255367436,2.887903333315879,17.644,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 07:00:00,Z05,3.2290448106876175,3.2417116741414502,24.2411,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 08:00:00,Z05,3.0285205918121836,3.0219502181180737,19.6058,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 09:00:00,Z05,2.4197615447773972,2.4177195432326766,10.2897,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 10:00:00,Z05,1.8210408101635631,1.8230179534427104,5.3106,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 11:00:00,Z05,1.5964268611067607,1.5958546495904349,4.0215,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 12:00:00,Z05,2.3680480949955927,2.354750715737699,9.7185,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 13:00:00,Z05,2.3677761098293892,2.371292235799682,9.7509,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 14:00:00,Z05,2.4275287904518454,2.4124527939178266,10.3126,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 15:00:00,Z05,2.5941015406134738,2.589439886091743,12.3346,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 16:00:00,Z05,2.634240847768626,2.633825690316143,12.9261,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 17:00:00,Z05,3.040363860465928,3.073199331473447,20.0383,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 18:00:00,Z05,3.471419313585341,3.484054235783796,31.5484,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 19:00:00,Z05,3.7152633156195085,3.7100689255644244,39.7425,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 20:00:00,Z05,3.7380104445467626,3.731605810717473,41.4121,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 21:00:00,Z05,3.5463483789765085,3.5544221722418294,34.0165,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 22:00:00,Z05,3.121958199958923,3.1613439510421486,22.7195,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-29 23:00:00,Z05,2.659604014672652,2.6682590577800296,13.2066,750,34.09415000000001,0,Low,0.0,7.3,0.11
2026-01-28 00:00:00,Z06,1.6343486436824193,1.6477003908847223,4.1059,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 01:00:00,Z06,1.7473393079625326,2.02049259199571,9.072,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 02:00:00,Z06,1.8087176385611041,2.069843181982961,6.6676,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 03:00:00,Z06,1.8197531008676442,2.1401193732103736,4.0968,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 04:00:00,Z06,1.828567648189202,2.0575321985965043,4.5909,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 05:00:00,Z06,2.11304881904516,2.159815553475225,7.1041,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 06:00:00,Z06,2.632244989584734,2.6271159295329665,12.9237,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 07:00:00,Z06,3.1779284061192645,3.2042119522576535,23.2077,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 08:00:00,Z06,3.2348861448286335,3.2463178940518196,24.4307,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 09:00:00,Z06,3.0727742564978353,3.1007724001504133,20.9251,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 10:00:00,Z06,2.926737610396338,2.9415606468027526,17.5457,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 11:00:00,Z06,2.9286613202481044,2.943149628742611,17.867,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 12:00:00,Z06,3.190002918789898,3.2135992019907627,23.749,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 13:00:00,Z06,3.2173404900418743,3.2257891526923275,24.0865,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 14:00:00,Z06,3.172041790846042,3.167093065444537,22.6845,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 15:00:00,Z06,3.1811354671080676,3.177426584840367,23.0965,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 16:00:00,Z06,3.2033343080065846,3.27102984682337,23.7826,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 17:00:00,Z06,3.427298611669992,3.4643356635094262,29.6338,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 18:00:00,Z06,3.649928392160437,3.658496753266971,37.7494,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 19:00:00,Z06,3.7816167484364045,3.774504204332392,43.283,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 20:00:00,Z06,3.6964006043808872,3.693295130782731,38.9118,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 21:00:00,Z06,3.345190985277902,3.3707283046367174,27.5106,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 22:00:00,Z06,2.8689057269097553,2.861660020653258,16.9465,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 23:00:00,Z06,2.4201091799301193,2.4415940707013806,10.2117,950,36.97516,0,Low,0.0,7.1,0.102
2026-01-28 00:00:00,Z07,1.855828807947034,1.867569989680594,5.321,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 01:00:00,Z07,1.8531999563651138,1.8683544747245548,5.4082,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 02:00:00,Z07,1.857940963092486,1.8659783773357246,5.3102,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 03:00:00,Z07,1.861538118134886,1.8675842039067536,5.4098,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 04:00:00,Z07,1.9364840237745318,1.9445152707589597,6.1613,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 05:00:00,Z07,2.3088836521098806,2.32134439268573,9.2403,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 06:00:00,Z07,2.8387330946717895,2.8681006226011094,16.3475,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 07:00:00,Z07,3.109226733134511,3.112409574325573,21.6354,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 08:00:00,Z07,2.943699310186937,2.955707158580089,18.0188,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 09:00:00,Z07,2.4317211431147743,2.431651163882237,10.4225,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 10:00:00,Z07,1.9928071119692699,2.0006322457960457,6.3911,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 11:00:00,Z07,1.8661758403187043,1.8780219938039746,5.524,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 12:00:00,Z07,2.4027540262205456,2.403233381378659,9.9079,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 13:00:00,Z07,2.411612404167645,2.4142022108398433,10.3421,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 14:00:00,Z07,2.4656314186337642,2.5151647453723616,10.7155,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 15:00:00,Z07,2.5743435226693783,2.5718089036157172,12.0575,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 16:00:00,Z07,2.5957317825692754,2.601714201928484,12.5139,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 17:00:00,Z07,2.942462177853821,2.9493046207857385,18.2412,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 18:00:00,Z07,3.329196273126511,3.345038169214972,26.9704,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 19:00:00,Z07,3.544505521595412,3.5434470501209416,33.6032,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 20:00:00,Z07,3.576585129539829,3.5750582988852218,34.7994,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 21:00:00,Z07,3.405042660857716,3.4236239217285314,29.4359,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 22:00:00,Z07,3.054695739086603,3.0827636058385077,20.5923,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-28 23:00:00,Z07,2.6060051540521725,2.6305196455472393,12.6469,700,29.2333,0,Low,0.0,8.4,0.122
2026-01-29 00:00:00,Z08,4.293211328945993,4.297537550507731,71.8481,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 01:00:00,Z08,4.287179376562629,4.296231596912792,71.4034,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 02:00:00,Z08,4.289462504236283,4.2883338649506255,71.5932,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 03:00:00,Z08,4.288572181961992,4.288559421884289,71.6656,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 04:00:00,Z08,4.29004921514491,4.290317443230196,72.8109,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 05:00:00,Z08,4.363337476549782,4.363876285291076,77.519,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 06:00:00,Z08,4.398334073438724,4.399590083266209,80.049,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 07:00:00,Z08,4.291390283940748,4.293882738887019,73.4269,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 08:00:00,Z08,4.2842248582175575,4.283794703420366,71.5128,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 09:00:00,Z08,4.291707859384498,4.287462434600496,72.9654,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 10:00:00,Z08,4.29372591562038,4.291513049393208,72.5087,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 11:00:00,Z08,4.289774292489522,4.290905835316123,72.9318,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 12:00:00,Z08,4.289125548196034,4.292719148001816,71.3583,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 13:00:00,Z08,4.358990135638206,4.367488242055768,77.4092,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 14:00:00,Z08,4.39188261773262,4.397750005119705,80.1606,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 15:00:00,Z08,4.292737838482358,4.298896531025808,73.0414,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 16:00:00,Z08,4.294733034837542,4.296917946494698,72.5433,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 17:00:00,Z08,4.2933071398025335,4.297593161994828,73.5973,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 18:00:00,Z08,4.292711894647818,4.297040981817687,72.105,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 19:00:00,Z08,4.291181413314511,4.29337259608038,71.3446,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 20:00:00,Z08,4.289777667507238,4.289254905531496,72.9807,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 21:00:00,Z08,4.363923034192955,4.371293749523972,78.0735,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 22:00:00,Z08,4.394387339051602,4.396862077287725,79.599,2200,80.05381,0,Low,0.0,4.4,0.055
2026-01-29 23:00:00,Z08,4.334743003415677,4.313080319656067,72.3039,2200,80.05381,0,Low,0.0,4.4,0.055
